2723042,4.4,282,Regular,$32.00,
1170622,4,260,Regular,$32.00,
3597690,4.3,53,,$18.00 - $45.00,Regular $45.00
2784308,4.3,118,Regular,$55.00,
3301350,4.5,73,Regular,$50.00,
3748987,4.8,134,Sale,$32.99,Original $55.00
2852384,4.6,187,Regular,$60.00,
