5178,4,3460,Regular,$59.50,
2483201,4,552,Regular,$59.50,
5172,4.2,1497,Regular,$59.50,
396327,4.3,5116,Regular,$59.50,
1989834,4.1,938,Regular,$69.50,
2310989,3.8,2349,Regular,$59.50,
3706250,4.5,351,Regular,$44.00,
2143062,4.1,437,Regular,$69.50,
1070546,4.4,1271,Regular,$44.00,
1070694,4.4,580,Regular,$44.00,
