4356205,4.6,617,Sale,$14.99,Regular $30.00
3583992,4.4,419,Regular,$50.00,
3616508,4.2,156,Regular,$35.00,
3671654,4.4,175,Regular,$40.00,
3589332,2.8,6,Regular,$40.00,
3582955,4.6,171,Regular,$60.00,
4486961,4.6,36,Regular,$40.00,
4452523,4.6,19,Regular,$60.00,
