4422815,4.4,26,Original,$59.95,
3867987,4.2,12,Sale,$34.80 - $40.80,Original $58.00 - $68.00
3867989,4.5,4,Sale,$34.80 - $40.80,Original $58.00 - $68.00
3868022,3.8,10,Sale,$58.80,Original $98.00
4629427,4.4,8,Sale,$36.00,Regular $60.00
4629437,5,3,Sale,$36.00,Regular $60.00
3868009,4.3,3,Sale,$34.80,Original $58.00
4423064,5,1,Original,$89.95,
3868019,,,Sale,$46.80,Original $78.00
