4912506,4.3,19,,2 / $30.00,or Original $20.00 each
4551968,4.8,86,Sale,$19.99,Original $30.00
4469311,4.8,13,Regular,$25.00,
2592871,4.7,1887,Regular,$25.00,
3403170,4.5,22,Regular,$25.00,
3614715,4.7,51,Regular,$25.00,
3403160,4,39,Regular,$25.00,
3395266,4.3,25,Regular,$25.00,
4245908,3.8,10,Sale,$12.99,Regular $15.00
4795391,4.7,27,,2 / $30.00,or Regular $20.00 each
